filename,url
pua_20120305_P.U.+%28A%29+70+-+PERATURAN-PERATURAN+PERNIAGAAN+PERKHIDMATAN+WANG+%28PELESENAN%29+20.pdf,https://www.bnm.gov.my/documents/20124/964944/pua_20120305_P.U.+%28A%29+70+-+PERATURAN-PERATURAN+PERNIAGAAN+PERKHIDMATAN+WANG+%28PELESENAN%29+20.pdf
ed_rbc_for_Insurers_and_TOs_june2024.pdf,https://www.bnm.gov.my/documents/20124/948107/ed_rbc_for_Insurers_and_TOs_june2024.pdf
fs-taawun--nov25.pdf,https://www.bnm.gov.my/documents/20124/948107/fs-taawun--nov25.pdf
pd_Capital_Adequacy_Framework_Basel_II_RWA%29_Dec2023.pdf,https://www.bnm.gov.my/documents/20124/938039/pd_Capital_Adequacy_Framework_Basel_II_RWA%29_Dec2023.pdf
RENTAS_Modernisation_Strategy_Paper.pdf,https://www.bnm.gov.my/documents/20124/943361/RENTAS_Modernisation_Strategy_Paper.pdf
dp-shariah-contract-nov24.pdf,https://www.bnm.gov.my/documents/20124/938039/dp-shariah-contract-nov24.pdf
pd_Disposal_and_Purchase_of_Impaired_Loans_Financing.pdf,https://www.bnm.gov.my/documents/20124/938039/pd_Disposal_and_Purchase_of_Impaired_Loans_Financing.pdf
pd_product_transparency_and_disclosure_dec2024.pdf,https://bnm.gov.my/documents/20124/938039/pd_product_transparency_and_disclosure_dec2024.pdf
Discussion_Paper_on_Asset_Tokenisation.pdf,https://www.bnm.gov.my/documents/20124/938039/Discussion_Paper_on_Asset_Tokenisation.pdf
pd_caf_capital_component_june2024.pdf,https://www.bnm.gov.my/documents/20124/938039/pd_caf_capital_component_june2024.pdf
WMC_Guide.pdf,https://www.bnm.gov.my/documents/20124/938039/WMC_Guide.pdf
pd_Management_of_Insurance_Funds.pdf,https://www.bnm.gov.my/documents/20124/948107/pd_Management_of_Insurance_Funds.pdf
disposal_and_purchase_of_impaired_loan_Feedback_Statement.pdf,https://www.bnm.gov.my/documents/20124/938039/disposal_and_purchase_of_impaired_loan_Feedback_Statement.pdf
27012025_Revised_E-Money_PD_v2.pdf,https://www.bnm.gov.my/documents/20124/943361/27012025_Revised_E-Money_PD_v2.pdf
PD-Liquidity-Facility-ITO-Feb2023.pdf,https://www.bnm.gov.my/documents/20124/948107/PD-Liquidity-Facility-ITO-Feb2023.pdf
20201231_Licensing%20Framework%20for%20Digital%20Banks.pdf,https://www.bnm.gov.my/documents/20124/938039/20201231_Licensing%20Framework%20for%20Digital%20Banks.pdf
feedback-ed-mhit.pdf,https://www.bnm.gov.my/documents/20124/938039/feedback-ed-mhit.pdf
PD-RENTAS-OP-CSCS.pdf,https://www.bnm.gov.my/documents/20124/943361/PD-RENTAS-OP-CSCS.pdf
pd-myor-i.pdf,https://www.bnm.gov.my/documents/20124/938039/pd-myor-i.pdf
pd_ekyc-apr2024.pdf,https://www.bnm.gov.my/documents/20124/938039/pd_ekyc-apr2024.pdf
PD_Complaints_Handling_Feedback_Statement.pdf,https://www.bnm.gov.my/documents/20124/938039/PD_Complaints_Handling_Feedback_Statement.pdf
PU_%28A%29_206_Gazette_Order.pdf,https://www.bnm.gov.my/documents/20124/948107/PU_%28A%29_206_Gazette_Order.pdf
STE_pd.pdf,https://www.bnm.gov.my/documents/20124/815175/STE_pd.pdf
PD+Credit+Card-i.pdf,https://www.bnm.gov.my/documents/20124/938039/PD+Credit+Card-i.pdf
faq-sandbox-feb24.pdf,https://www.bnm.gov.my/documents/20124/938039/faq-sandbox-feb24.pdf
pd_Dye-Stained+Currency+Notes_aug2020.pdf,https://www.bnm.gov.my/documents/20124/39730/pd_Dye-Stained+Currency+Notes_aug2020.pdf
PD_Financial_Reporting_Takaful.pdf,https://www.bnm.gov.my/documents/20124/948107/PD_Financial_Reporting_Takaful.pdf
20250131_Revised_E-Money_FAQs.pdf,https://www.bnm.gov.my/documents/20124/943361/20250131_Revised_E-Money_FAQs.pdf
ED_Basel_III_OpRisk_2022.pdf,https://www.bnm.gov.my/documents/20124/938039/ED_Basel_III_OpRisk_2022.pdf
pua_20120305_P.U.+%28A%29+72-PERATURAN-PERATURAN+PERNIAGAAN+PERKHIDMATAN+WANG+%28KEWAJIPAN+PEMEG.pdf,https://www.bnm.gov.my/documents/20124/964944/pua_20120305_P.U.+%28A%29+72-PERATURAN-PERATURAN+PERNIAGAAN+PERKHIDMATAN+WANG+%28KEWAJIPAN+PEMEG.pdf
pd-prpss-sep25v2.pdf,https://www.bnm.gov.my/documents/20124/943361/pd-prpss-sep25v2.pdf
PD_Financial_Reporting_Islamic_Banks.pdf,https://www.bnm.gov.my/documents/20124/938039/PD_Financial_Reporting_Islamic_Banks.pdf
pd_adjusters_june2023.pdf,https://www.bnm.gov.my/documents/20124/948107/pd_adjusters_june2023.pdf
op-myr-stlmt-rentas-sep25.pdf,https://www.bnm.gov.my/documents/20124/943361/op-myr-stlmt-rentas-sep25.pdf
pd-occ-ito-jun23.pdf,https://www.bnm.gov.my/documents/20124/948107/pd-occ-ito-jun23.pdf
ED-Interoperable-Fund-Transfer-Framework-June2025.pdf,https://www.bnm.gov.my/documents/20124/938039/ED-Interoperable-Fund-Transfer-Framework-June2025.pdf
Ensuring_Fair_Treatment_for_Victims_of_Unauthorised_eBanking-Transactions.pdf,https://www.bnm.gov.my/documents/20124/938039/Ensuring_Fair_Treatment_for_Victims_of_Unauthorised_eBanking-Transactions.pdf
PD_Agent_Oversight.pdf,https://www.bnm.gov.my/documents/20124/964944/PD_Agent_Oversight.pdf
ED_Interest_Rate_Risk_in_the_Banking_Book.pdf,https://www.bnm.gov.my/documents/20124/938039/ED_Interest_Rate_Risk_in_the_Banking_Book.pdf
Clarification+document.pdf,https://bnm.gov.my/documents/20124/761679/Clarification+document.pdf
ITB-FAQ-Mar2022.pdf,https://www.bnm.gov.my/documents/20124/855632/ITB-FAQ-Mar2022.pdf
pd_CAFIB_capital_component_june2024.pdf,https://www.bnm.gov.my/documents/20124/938039/pd_CAFIB_capital_component_june2024.pdf
debit_card_and_debit_card-i_PD.pdf,https://www.bnm.gov.my/documents/20124/938039/debit_card_and_debit_card-i_PD.pdf
Appendix+A+-+ORION+FAQs_2021.pdf,https://www.bnm.gov.my/documents/20124/938039/Appendix+A+-+ORION+FAQs_2021.pdf
ED_on_ITBs.pdf,https://www.bnm.gov.my/documents/20124/855632/ED_on_ITBs.pdf
DP_transition_to_MYOR_MYORi_from_KLIBOR.pdf,https://www.bnm.gov.my/documents/20124/938039/DP_transition_to_MYOR_MYORi_from_KLIBOR.pdf
PD_COC_WholesaleFinMkt.pdf,https://www.bnm.gov.my/documents/20124/938039/PD_COC_WholesaleFinMkt.pdf
